model,scenario,variable,year,version,filename,filesize,download_url,modified_date
EC-Earth3,ssp245,hurs,2056,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2056_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2056_v1.1.nc,2023-08-30T12:07:24.966Z
EC-Earth3,ssp245,hurs,2057,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2057_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2057_v1.1.nc,2023-08-30T12:07:34.452Z
EC-Earth3,ssp245,hurs,2058,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2058_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2058_v1.1.nc,2023-08-30T12:07:43.591Z
EC-Earth3,ssp245,hurs,2059,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2059_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2059_v1.1.nc,2023-08-30T12:07:53.282Z
EC-Earth3,ssp245,hurs,2060,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2060_v1.1.nc,283.3 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2060_v1.1.nc,2023-08-30T12:08:02.374Z
EC-Earth3,ssp245,hurs,2061,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2061_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2061_v1.1.nc,2023-08-30T12:08:11.609Z
EC-Earth3,ssp245,hurs,2062,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2062_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2062_v1.1.nc,2023-08-30T12:08:20.598Z
EC-Earth3,ssp245,hurs,2063,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2063_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2063_v1.1.nc,2023-08-30T12:08:30.384Z
EC-Earth3,ssp245,hurs,2064,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2064_v1.1.nc,283.3 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2064_v1.1.nc,2023-08-30T12:08:39.521Z
EC-Earth3,ssp245,hurs,2065,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2065_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2065_v1.1.nc,2023-08-30T12:08:48.634Z
EC-Earth3,ssp245,hurs,2066,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2066_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2066_v1.1.nc,2023-08-30T12:08:57.632Z
EC-Earth3,ssp245,hurs,2067,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2067_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2067_v1.1.nc,2023-08-30T12:09:07.445Z
EC-Earth3,ssp245,hurs,2068,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2068_v1.1.nc,284.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2068_v1.1.nc,2023-08-30T12:09:16.398Z
EC-Earth3,ssp245,hurs,2069,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2069_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2069_v1.1.nc,2023-08-30T12:09:25.453Z
EC-Earth3,ssp245,hurs,2070,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2070_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2070_v1.1.nc,2023-08-30T12:09:34.418Z
EC-Earth3,ssp245,hurs,2071,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2071_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2071_v1.1.nc,2023-08-30T12:09:43.943Z
EC-Earth3,ssp245,hurs,2072,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2072_v1.1.nc,283.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2072_v1.1.nc,2023-08-30T12:09:53.237Z
EC-Earth3,ssp245,hurs,2073,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2073_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2073_v1.1.nc,2023-08-30T12:10:02.801Z
EC-Earth3,ssp245,hurs,2074,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2074_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2074_v1.1.nc,2023-08-30T12:10:12.438Z
EC-Earth3,ssp245,hurs,2075,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2075_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2075_v1.1.nc,2023-08-30T12:10:21.364Z
EC-Earth3,ssp245,hurs,2076,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2076_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2076_v1.1.nc,2023-08-30T12:10:30.810Z
EC-Earth3,ssp245,hurs,2077,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2077_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2077_v1.1.nc,2023-08-30T12:10:39.880Z
EC-Earth3,ssp245,hurs,2078,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2078_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2078_v1.1.nc,2023-08-30T12:10:48.789Z
EC-Earth3,ssp245,hurs,2079,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2079_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2079_v1.1.nc,2023-08-30T12:10:58.202Z
EC-Earth3,ssp245,hurs,2080,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2080_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2080_v1.1.nc,2023-08-30T12:11:07.506Z
EC-Earth3,ssp245,hurs,2081,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2081_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2081_v1.1.nc,2023-08-30T12:11:16.412Z
EC-Earth3,ssp245,hurs,2082,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2082_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2082_v1.1.nc,2023-08-30T12:11:25.686Z
EC-Earth3,ssp245,hurs,2083,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2083_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2083_v1.1.nc,2023-08-30T12:11:34.890Z
EC-Earth3,ssp245,hurs,2084,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2084_v1.1.nc,283.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2084_v1.1.nc,2023-08-30T12:11:44.275Z
EC-Earth3,ssp245,hurs,2085,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2085_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2085_v1.1.nc,2023-08-30T12:11:53.520Z
EC-Earth3,ssp245,hurs,2086,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2086_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2086_v1.1.nc,2023-08-30T12:12:02.696Z
EC-Earth3,ssp245,hurs,2087,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2087_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2087_v1.1.nc,2023-08-30T12:12:11.973Z
EC-Earth3,ssp245,hurs,2088,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2088_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2088_v1.1.nc,2023-08-30T12:12:20.816Z
EC-Earth3,ssp245,hurs,2089,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2089_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2089_v1.1.nc,2023-08-30T12:12:30.197Z
EC-Earth3,ssp245,hurs,2090,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2090_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2090_v1.1.nc,2023-08-30T12:12:39.825Z
EC-Earth3,ssp245,hurs,2091,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2091_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2091_v1.1.nc,2023-08-30T12:12:48.666Z
EC-Earth3,ssp245,hurs,2092,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2092_v1.1.nc,283.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2092_v1.1.nc,2023-08-30T12:12:57.742Z
EC-Earth3,ssp245,hurs,2093,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2093_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2093_v1.1.nc,2023-08-30T12:13:06.891Z
EC-Earth3,ssp245,hurs,2094,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2094_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2094_v1.1.nc,2023-08-30T12:13:16.472Z
EC-Earth3,ssp245,hurs,2095,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2095_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2095_v1.1.nc,2023-08-30T12:13:25.362Z
EC-Earth3,ssp245,hurs,2096,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2096_v1.1.nc,283.3 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2096_v1.1.nc,2023-08-30T12:13:34.511Z
EC-Earth3,ssp245,hurs,2097,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2097_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2097_v1.1.nc,2023-08-30T12:13:43.600Z
EC-Earth3,ssp245,hurs,2098,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2098_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2098_v1.1.nc,2023-08-30T12:13:52.643Z
EC-Earth3,ssp245,hurs,2099,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2099_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2099_v1.1.nc,2023-08-30T12:14:01.550Z
EC-Earth3,ssp245,hurs,2100,v1.1,hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2100_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp245_r1i1p1f1_gr_2100_v1.1.nc,2023-08-30T12:14:16.365Z
EC-Earth3,ssp245,rsds,2015,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2015.nc,272.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2015.nc,2021-10-30T01:33:02.732Z
EC-Earth3,ssp245,rsds,2016,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2016.nc,272.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2016.nc,2021-10-30T01:33:11.370Z
EC-Earth3,ssp245,rsds,2017,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2017.nc,271.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2017.nc,2021-10-30T01:33:20.243Z
EC-Earth3,ssp245,rsds,2018,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2018.nc,272.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2018.nc,2021-10-30T01:33:29.044Z
EC-Earth3,ssp245,rsds,2019,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2019.nc,272.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2019.nc,2021-10-30T01:33:37.738Z
EC-Earth3,ssp245,rsds,2020,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2020.nc,272.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2020.nc,2021-10-30T01:33:46.429Z
EC-Earth3,ssp245,rsds,2021,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2021.nc,271.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2021.nc,2021-10-30T01:33:55.119Z
EC-Earth3,ssp245,rsds,2022,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2022.nc,272.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2022.nc,2021-10-30T01:34:03.772Z
EC-Earth3,ssp245,rsds,2023,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2023.nc,272.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2023.nc,2021-10-30T01:34:12.671Z
EC-Earth3,ssp245,rsds,2024,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2024.nc,272.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2024.nc,2021-10-30T01:34:21.468Z
EC-Earth3,ssp245,rsds,2025,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2025.nc,272.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2025.nc,2021-10-30T01:34:30.204Z
EC-Earth3,ssp245,rsds,2026,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2026.nc,272.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2026.nc,2021-10-30T01:34:39.328Z
EC-Earth3,ssp245,rsds,2027,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2027.nc,271.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2027.nc,2021-10-30T01:34:48.038Z
EC-Earth3,ssp245,rsds,2028,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2028.nc,272.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2028.nc,2021-10-30T01:34:56.806Z
EC-Earth3,ssp245,rsds,2029,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2029.nc,272.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2029.nc,2021-10-30T01:35:05.460Z
EC-Earth3,ssp245,rsds,2030,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2030.nc,272.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2030.nc,2021-10-30T01:35:14.169Z
EC-Earth3,ssp245,rsds,2031,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2031.nc,271.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2031.nc,2021-10-30T01:35:22.858Z
EC-Earth3,ssp245,rsds,2032,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2032.nc,272.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2032.nc,2021-10-30T01:35:31.740Z
EC-Earth3,ssp245,rsds,2033,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2033.nc,272.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2033.nc,2021-10-30T01:35:40.641Z
EC-Earth3,ssp245,rsds,2034,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2034.nc,272.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2034.nc,2021-10-30T01:35:49.948Z
EC-Earth3,ssp245,rsds,2035,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2035.nc,272.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2035.nc,2021-10-30T01:35:58.666Z
EC-Earth3,ssp245,rsds,2036,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2036.nc,272.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2036.nc,2021-10-30T01:36:07.641Z
EC-Earth3,ssp245,rsds,2037,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2037.nc,271.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2037.nc,2021-10-30T01:36:16.281Z
EC-Earth3,ssp245,rsds,2038,no_version,rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2038.nc,272.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp245/r1i1p1f1/rsds/rsds_day_EC-Earth3_ssp245_r1i1p1f1_gr_2038.nc,2021-10-30T01:36:24.975Z
