model,scenario,variable,year,version,filename,filesize,download_url,modified_date
EC-Earth3,ssp126,hurs,2015,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2015_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2015_v1.1.nc,2023-08-30T11:22:03.864Z
EC-Earth3,ssp126,hurs,2016,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2016_v1.1.nc,283.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2016_v1.1.nc,2023-08-30T11:22:13.763Z
EC-Earth3,ssp126,hurs,2017,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2017_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2017_v1.1.nc,2023-08-30T11:22:24.514Z
EC-Earth3,ssp126,hurs,2018,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2018_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2018_v1.1.nc,2023-08-30T11:22:34.316Z
EC-Earth3,ssp126,hurs,2019,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2019_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2019_v1.1.nc,2023-08-30T11:22:45.197Z
EC-Earth3,ssp126,hurs,2020,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2020_v1.1.nc,283.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2020_v1.1.nc,2023-08-30T11:22:56.175Z
EC-Earth3,ssp126,hurs,2021,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2021_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2021_v1.1.nc,2023-08-30T11:23:07.101Z
EC-Earth3,ssp126,hurs,2022,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2022_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2022_v1.1.nc,2023-08-30T11:23:17.896Z
EC-Earth3,ssp126,hurs,2023,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2023_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2023_v1.1.nc,2023-08-30T11:23:27.609Z
EC-Earth3,ssp126,hurs,2024,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2024_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2024_v1.1.nc,2023-08-30T11:23:37.781Z
EC-Earth3,ssp126,hurs,2025,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2025_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2025_v1.1.nc,2023-08-30T11:23:49.710Z
EC-Earth3,ssp126,hurs,2026,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2026_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2026_v1.1.nc,2023-08-30T11:24:01.594Z
EC-Earth3,ssp126,hurs,2027,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2027_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2027_v1.1.nc,2023-08-30T11:24:11.235Z
EC-Earth3,ssp126,hurs,2028,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2028_v1.1.nc,283.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2028_v1.1.nc,2023-08-30T11:24:21.514Z
EC-Earth3,ssp126,hurs,2029,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2029_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2029_v1.1.nc,2023-08-30T11:24:31.607Z
EC-Earth3,ssp126,hurs,2030,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2030_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2030_v1.1.nc,2023-08-30T11:24:40.948Z
EC-Earth3,ssp126,hurs,2031,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2031_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2031_v1.1.nc,2023-08-30T11:24:50.616Z
EC-Earth3,ssp126,hurs,2032,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2032_v1.1.nc,283.3 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2032_v1.1.nc,2023-08-30T11:25:00.115Z
EC-Earth3,ssp126,hurs,2033,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2033_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2033_v1.1.nc,2023-08-30T11:25:10.127Z
EC-Earth3,ssp126,hurs,2034,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2034_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2034_v1.1.nc,2023-08-30T11:25:19.486Z
EC-Earth3,ssp126,hurs,2035,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2035_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2035_v1.1.nc,2023-08-30T11:25:29.119Z
EC-Earth3,ssp126,hurs,2036,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2036_v1.1.nc,283.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2036_v1.1.nc,2023-08-30T11:25:39.517Z
EC-Earth3,ssp126,hurs,2037,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2037_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2037_v1.1.nc,2023-08-30T11:25:48.710Z
EC-Earth3,ssp126,hurs,2038,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2038_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2038_v1.1.nc,2023-08-30T11:25:58.028Z
EC-Earth3,ssp126,hurs,2039,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2039_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2039_v1.1.nc,2023-08-30T11:26:07.824Z
EC-Earth3,ssp126,hurs,2040,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2040_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2040_v1.1.nc,2023-08-30T11:26:19.883Z
EC-Earth3,ssp126,hurs,2041,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2041_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2041_v1.1.nc,2023-08-30T11:26:29.524Z
EC-Earth3,ssp126,hurs,2042,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2042_v1.1.nc,283.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2042_v1.1.nc,2023-08-30T11:26:38.739Z
EC-Earth3,ssp126,hurs,2043,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2043_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2043_v1.1.nc,2023-08-30T11:26:50.201Z
EC-Earth3,ssp126,hurs,2044,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2044_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2044_v1.1.nc,2023-08-30T11:27:00.693Z
EC-Earth3,ssp126,hurs,2045,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2045_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2045_v1.1.nc,2023-08-30T11:27:10.766Z
EC-Earth3,ssp126,hurs,2046,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2046_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2046_v1.1.nc,2023-08-30T11:27:21.291Z
EC-Earth3,ssp126,hurs,2047,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2047_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2047_v1.1.nc,2023-08-30T11:27:31.673Z
EC-Earth3,ssp126,hurs,2048,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2048_v1.1.nc,283.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2048_v1.1.nc,2023-08-30T11:27:42.345Z
EC-Earth3,ssp126,hurs,2049,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2049_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2049_v1.1.nc,2023-08-30T11:27:51.313Z
EC-Earth3,ssp126,hurs,2050,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2050_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2050_v1.1.nc,2023-08-30T11:28:00.385Z
EC-Earth3,ssp126,hurs,2051,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2051_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2051_v1.1.nc,2023-08-30T11:28:11.171Z
EC-Earth3,ssp126,hurs,2052,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2052_v1.1.nc,283.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2052_v1.1.nc,2023-08-30T11:28:20.635Z
EC-Earth3,ssp126,hurs,2053,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2053_v1.1.nc,283.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2053_v1.1.nc,2023-08-30T11:28:29.955Z
EC-Earth3,ssp126,hurs,2054,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2054_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2054_v1.1.nc,2023-08-30T11:28:40.343Z
EC-Earth3,ssp126,hurs,2055,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2055_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2055_v1.1.nc,2023-08-30T11:28:51.261Z
EC-Earth3,ssp126,hurs,2056,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2056_v1.1.nc,283.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2056_v1.1.nc,2023-08-30T11:29:02.033Z
EC-Earth3,ssp126,hurs,2057,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2057_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2057_v1.1.nc,2023-08-30T11:29:12.404Z
EC-Earth3,ssp126,hurs,2058,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2058_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2058_v1.1.nc,2023-08-30T11:29:22.750Z
EC-Earth3,ssp126,hurs,2059,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2059_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2059_v1.1.nc,2023-08-30T11:29:33.205Z
EC-Earth3,ssp126,hurs,2060,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2060_v1.1.nc,283.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2060_v1.1.nc,2023-08-30T11:29:42.513Z
EC-Earth3,ssp126,hurs,2061,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2061_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2061_v1.1.nc,2023-08-30T11:29:53.089Z
EC-Earth3,ssp126,hurs,2062,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2062_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2062_v1.1.nc,2023-08-30T11:30:02.904Z
EC-Earth3,ssp126,hurs,2063,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2063_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2063_v1.1.nc,2023-08-30T11:30:12.971Z
EC-Earth3,ssp126,hurs,2064,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2064_v1.1.nc,283.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2064_v1.1.nc,2023-08-30T11:30:22.457Z
EC-Earth3,ssp126,hurs,2065,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2065_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2065_v1.1.nc,2023-08-30T11:30:31.721Z
EC-Earth3,ssp126,hurs,2066,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2066_v1.1.nc,282.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2066_v1.1.nc,2023-08-30T11:30:41.501Z
EC-Earth3,ssp126,hurs,2067,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2067_v1.1.nc,282.5 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2067_v1.1.nc,2023-08-30T11:30:51.180Z
EC-Earth3,ssp126,hurs,2068,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2068_v1.1.nc,283.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2068_v1.1.nc,2023-08-30T11:31:00.773Z
EC-Earth3,ssp126,hurs,2069,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2069_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2069_v1.1.nc,2023-08-30T11:31:10.965Z
EC-Earth3,ssp126,hurs,2070,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2070_v1.1.nc,282.4 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2070_v1.1.nc,2023-08-30T11:31:21.090Z
EC-Earth3,ssp126,hurs,2071,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2071_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2071_v1.1.nc,2023-08-30T11:31:30.871Z
EC-Earth3,ssp126,hurs,2072,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2072_v1.1.nc,284.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2072_v1.1.nc,2023-08-30T11:31:40.033Z
EC-Earth3,ssp126,hurs,2073,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2073_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2073_v1.1.nc,2023-08-30T11:31:50.083Z
EC-Earth3,ssp126,hurs,2074,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2074_v1.1.nc,283.0 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2074_v1.1.nc,2023-08-30T11:31:59.380Z
EC-Earth3,ssp126,hurs,2075,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2075_v1.1.nc,282.8 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2075_v1.1.nc,2023-08-30T11:32:08.783Z
EC-Earth3,ssp126,hurs,2076,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2076_v1.1.nc,283.9 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2076_v1.1.nc,2023-08-30T11:32:18.180Z
EC-Earth3,ssp126,hurs,2077,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2077_v1.1.nc,283.2 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2077_v1.1.nc,2023-08-30T11:32:27.427Z
EC-Earth3,ssp126,hurs,2078,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2078_v1.1.nc,282.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2078_v1.1.nc,2023-08-30T11:32:36.296Z
EC-Earth3,ssp126,hurs,2079,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2079_v1.1.nc,282.6 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2079_v1.1.nc,2023-08-30T11:32:45.671Z
EC-Earth3,ssp126,hurs,2080,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2080_v1.1.nc,283.7 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2080_v1.1.nc,2023-08-30T11:32:54.674Z
EC-Earth3,ssp126,hurs,2081,v1.1,hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2081_v1.1.nc,283.1 Mbytes,https://ds.nccs.nasa.gov/thredds/fileServer/AMES/NEX/GDDP-CMIP6/EC-Earth3/ssp126/r1i1p1f1/hurs/hurs_day_EC-Earth3_ssp126_r1i1p1f1_gr_2081_v1.1.nc,2023-08-30T11:33:04.542Z
